SALARY,BALANCE,WIREINCNT,WIREIN,CASHINCNT,CASHIN,WIREOUTCNT,WIREOUT,CASHOUTCNT,CASHOUT,P1,P2,P3,P4
357676.0,3219084.0,10.0,321908.4,10.0,25037.32,3.0,287964.9476,1.0,53672.502884,0.0,0.0,1.0,1.0
228448.0,1370688.0,2.0,319827.2,1.0,6853.44,5.0,385483.1552,6.0,2352.100608,0.0,1.0,0.0,0.0
344312.0,1032936.0,3.0,61976.16,3.0,20658.72,4.0,440719.36,4.0,3856.2944,0.0,0.0,1.0,0.0
61944.0,247776.0,1.0,1858.32,1.0,2477.76,4.0,76810.56,7.0,1337.9904,0.0,0.0,1.0,0.0
350108.0,1050324.0,9.0,500654.44,7.0,45514.04,18.0,589861.9584,4.0,5243.217408,0.0,0.0,0.0,1.0
174868.0,1224076.0,2.0,176616.68,2.0,17486.8,6.0,188280.3756,10.0,17486.8,0.0,1.0,0.0,0.0
119848.0,1078632.0,3.0,143817.6,2.0,7190.88,5.0,167619.4128,5.0,1661.09328,0.0,1.0,0.0,0.0
215392.0,861568.0,2.0,6461.76,3.0,4307.84,2.0,3747.8208,2.0,949.87872,0.0,0.0,0.0,0.0
74972.0,599776.0,1.0,13494.96,1.0,1499.44,7.0,92965.28,5.0,1439.4624,0.0,0.0,1.0,0.0
340412.0,2382884.0,6.0,309774.92,6.0,47657.68,15.0,357432.6,4.0,10212.36,0.0,0.0,0.0,1.0
228036.0,2052324.0,3.0,43326.84,2.0,13682.16,8.0,342054.0,7.0,9121.44,0.0,0.0,1.0,0.0
360584.0,1081752.0,10.0,292073.04,6.0,46875.92,5.0,345727.9392,5.0,949.057088,0.0,0.0,0.0,1.0
213388.0,1066940.0,3.0,23472.68,1.0,2133.88,2.0,15961.4224,3.0,4581.867136,0.0,0.0,0.0,0.0
92212.0,645484.0,3.0,13831.8,3.0,2766.36,9.0,130018.92,5.0,378.0692,0.0,0.0,1.0,0.0
143500.0,574000.0,8.0,195160.0,9.0,28700.0,12.0,214905.6,5.0,11480.0,0.0,0.0,0.0,1.0
353092.0,3530920.0,3.0,3530.92,1.0,17654.6,8.0,448426.84,7.0,3813.3936,0.0,0.0,1.0,0.0
266188.0,1064752.0,4.0,377986.96,5.0,31942.56,9.0,442723.8816,7.0,5247.097856,0.0,0.0,0.0,1.0
254676.0,1528056.0,5.0,269956.56,4.0,35654.64,10.0,339228.432,6.0,4034.06784,0.0,0.0,0.0,1.0
348016.0,2784128.0,4.0,421099.36,8.0,6960.32,1.0,423779.0832,1.0,3895.343088,0.0,0.0,1.0,1.0
304484.0,3044840.0,5.0,359291.12,9.0,51762.28,18.0,452158.74,9.0,8221.068,0.0,0.0,0.0,1.0
56952.0,455616.0,4.0,53534.88,6.0,2847.6,2.0,45105.984,1.0,10148.8464,0.0,0.0,1.0,1.0
129444.0,258888.0,4.0,95788.56,7.0,16827.72,20.0,113742.4428,8.0,191.447676,0.0,0.0,0.0,1.0
245080.0,2450800.0,2.0,301448.4,2.0,19606.4,10.0,375634.116,8.0,1637.37948,0.0,1.0,0.0,0.0
174092.0,1218644.0,8.0,151460.04,8.0,5222.76,1.0,139447.692,2.0,15683.94828,0.0,0.0,1.0,1.0
313952.0,627904.0,9.0,226045.44,8.0,56511.36,8.0,291033.504,9.0,1695.3408,0.0,0.0,0.0,1.0
125772.0,251544.0,1.0,23896.68,3.0,1257.72,2.0,10036.6056,2.0,8454.645384,0.0,0.0,0.0,0.0
85004.0,595028.0,2.0,2550.12,3.0,5950.28,1.0,1071.0504,1.0,1168.464984,0.0,0.0,0.0,0.0
129280.0,1292800.0,3.0,129280.0,2.0,3878.4,9.0,143811.072,10.0,745.68704,0.0,1.0,0.0,0.0
136084.0,680420.0,8.0,174187.52,9.0,27216.8,17.0,225572.8384,9.0,4350.333312,0.0,0.0,0.0,1.0
196008.0,1764072.0,1.0,272451.12,3.0,7840.32,10.0,285897.2688,6.0,336.349728,0.0,1.0,0.0,0.0
340060.0,1020180.0,2.0,57810.2,1.0,10201.8,10.0,455680.4,10.0,6937.224,0.0,0.0,1.0,0.0
285512.0,1427560.0,7.0,336904.16,10.0,57102.4,7.0,413706.888,7.0,3152.05248,0.0,0.0,0.0,1.0
106580.0,426320.0,5.0,121501.2,7.0,3197.4,1.0,104746.824,2.0,19951.776,0.0,0.0,1.0,1.0
378204.0,2269224.0,6.0,552177.84,6.0,56730.6,8.0,681977.4528,8.0,10229.661792,0.0,0.0,0.0,1.0
86716.0,346864.0,1.0,128339.68,1.0,2601.48,10.0,117847.044,10.0,5202.96,0.0,1.0,0.0,0.0
340980.0,681960.0,9.0,347799.6,5.0,68196.0,6.0,432635.424,6.0,2163.17712,0.0,0.0,0.0,1.0
318068.0,1590340.0,5.0,295803.24,5.0,15903.4,3.0,274301.8432,3.0,35534.55696,0.0,0.0,1.0,1.0
367364.0,1102092.0,1.0,40410.04,2.0,22041.84,6.0,411447.68,7.0,1322.5104,0.0,0.0,1.0,0.0
146012.0,876072.0,2.0,141631.64,2.0,5840.48,4.0,140098.514,5.0,13141.08,0.0,1.0,0.0,0.0
112416.0,224832.0,2.0,7869.12,1.0,3372.48,2.0,4170.6336,3.0,1701.303744,0.0,0.0,0.0,0.0
278896.0,1673376.0,2.0,292840.8,2.0,19522.72,9.0,334228.9664,6.0,1749.235712,0.0,1.0,0.0,0.0
130732.0,261464.0,2.0,18302.48,1.0,1307.32,6.0,132039.32,10.0,65.366,0.0,0.0,1.0,0.0
131744.0,658720.0,1.0,18444.16,2.0,1317.44,1.0,5533.248,2.0,4002.38272,0.0,0.0,0.0,0.0
224452.0,2020068.0,3.0,42645.88,1.0,15711.64,3.0,30705.0336,3.0,9194.451728,0.0,0.0,0.0,0.0
355832.0,2846656.0,3.0,67608.08,3.0,32024.88,1.0,42593.0904,1.0,15259.143656,0.0,0.0,0.0,0.0
156516.0,1408644.0,7.0,118952.16,7.0,31303.2,13.0,157768.128,10.0,1427.42592,0.0,0.0,0.0,1.0
147952.0,739760.0,7.0,218968.96,4.0,14795.2,18.0,210387.744,6.0,11836.16,0.0,0.0,0.0,1.0
314656.0,2517248.0,4.0,396466.56,7.0,3146.56,3.0,315694.3648,1.0,82240.380096,0.0,0.0,1.0,1.0
278632.0,1671792.0,2.0,11145.28,1.0,13931.6,7.0,370580.56,10.0,6436.3992,0.0,0.0,1.0,0.0
262752.0,525504.0,1.0,331067.52,2.0,21020.16,8.0,320399.7888,4.0,2627.52,0.0,1.0,0.0,0.0
130740.0,653700.0,7.0,108514.2,9.0,19611.0,6.0,125562.696,4.0,3922.2,0.0,0.0,0.0,1.0
128548.0,899836.0,2.0,6427.4,1.0,5141.92,6.0,186394.6,8.0,2892.33,0.0,0.0,1.0,0.0
226248.0,1131240.0,3.0,332584.56,2.0,6787.44,4.0,407246.4,9.0,6787.44,0.0,1.0,0.0,0.0
175648.0,1405184.0,2.0,242394.24,3.0,17564.8,4.0,259959.04,8.0,17564.8,0.0,1.0,0.0,0.0
155164.0,310328.0,2.0,24826.24,2.0,10861.48,7.0,218781.24,6.0,1908.5172,0.0,0.0,1.0,0.0
53012.0,530120.0,2.0,10072.28,3.0,1590.36,1.0,8057.824,3.0,1027.37256,0.0,0.0,0.0,0.0
277668.0,1943676.0,6.0,319318.2,9.0,16660.08,3.0,241904.3616,1.0,89370.22248,0.0,0.0,1.0,1.0
237848.0,1427088.0,8.0,325851.76,5.0,11892.4,2.0,249930.6784,2.0,84300.942336,0.0,0.0,1.0,1.0
211604.0,423208.0,7.0,224300.24,9.0,23276.44,13.0,274810.1148,7.0,3540.346524,0.0,0.0,0.0,1.0
350412.0,3504120.0,7.0,343403.76,4.0,10512.36,3.0,311446.1856,2.0,39921.738336,0.0,0.0,1.0,1.0
194144.0,582432.0,6.0,248504.32,9.0,27180.16,8.0,330821.376,6.0,8270.5344,0.0,0.0,0.0,1.0
119784.0,598920.0,1.0,14374.08,3.0,4791.36,2.0,10205.5968,1.0,1834.132608,0.0,0.0,0.0,0.0
192632.0,770528.0,1.0,244642.64,2.0,15410.56,5.0,275656.392,8.0,936.19152,0.0,1.0,0.0,0.0
243072.0,486144.0,6.0,335439.36,9.0,36460.8,19.0,431404.1856,6.0,9520.644096,0.0,0.0,0.0,1.0
139160.0,417480.0,7.0,130810.4,5.0,9741.2,3.0,98386.12,2.0,40057.206,0.0,0.0,1.0,1.0
242532.0,2425320.0,2.0,308015.64,3.0,12126.6,4.0,364962.1536,10.0,4033.792224,0.0,1.0,0.0,0.0
263464.0,2107712.0,2.0,374118.88,1.0,2634.64,9.0,361683.3792,5.0,21077.12,0.0,1.0,0.0,0.0
310060.0,3100600.0,1.0,384474.4,1.0,31006.0,6.0,403015.988,5.0,31006.0,0.0,1.0,0.0,0.0
141156.0,988092.0,1.0,11292.48,3.0,9880.92,3.0,4516.992,2.0,3455.49888,0.0,0.0,0.0,0.0
61944.0,247776.0,6.0,62563.44,9.0,3716.64,2.0,60314.8728,3.0,5845.903056,0.0,0.0,1.0,1.0
135464.0,1083712.0,3.0,4063.92,2.0,10837.12,8.0,147655.76,9.0,609.588,0.0,0.0,1.0,0.0
363516.0,2908128.0,1.0,461665.32,3.0,29081.28,6.0,466209.27,10.0,7270.32,0.0,1.0,0.0,0.0
201760.0,1008800.0,2.0,40352.0,1.0,8070.4,5.0,244129.6,4.0,3389.568,0.0,0.0,1.0,0.0
58252.0,291260.0,2.0,2330.08,1.0,4077.64,5.0,80387.76,7.0,885.4304,0.0,0.0,1.0,0.0
270832.0,1624992.0,3.0,24374.88,1.0,21666.56,1.0,12918.6864,2.0,8248.459392,0.0,0.0,0.0,0.0
261936.0,1571616.0,9.0,261936.0,8.0,5238.72,3.0,211068.0288,2.0,51057.088992,0.0,0.0,1.0,1.0
91996.0,735968.0,2.0,14719.36,2.0,4599.8,9.0,97515.76,8.0,496.7784,0.0,0.0,1.0,0.0
162868.0,488604.0,3.0,29316.24,3.0,8143.4,3.0,12899.1456,3.0,12969.504576,0.0,0.0,0.0,0.0
317124.0,951372.0,3.0,19027.44,2.0,9513.72,7.0,431288.64,6.0,6849.8784,0.0,0.0,1.0,0.0
356548.0,2852384.0,1.0,57047.68,2.0,3565.48,4.0,502732.68,10.0,7309.234,0.0,0.0,1.0,0.0
104688.0,628128.0,2.0,101547.36,3.0,5234.4,7.0,121731.2064,5.0,1195.955712,0.0,1.0,0.0,0.0
278632.0,557264.0,9.0,247982.48,7.0,16717.92,1.0,235583.356,1.0,28534.70312,0.0,0.0,1.0,1.0
156516.0,469548.0,8.0,151820.52,8.0,15651.6,3.0,152399.6292,1.0,13565.24172,0.0,0.0,1.0,1.0
149740.0,1048180.0,1.0,13476.6,2.0,11979.2,10.0,202149.0,5.0,524.09,0.0,0.0,1.0,0.0
309940.0,619880.0,2.0,309940.0,3.0,21695.8,8.0,318370.368,9.0,27894.6,0.0,1.0,0.0,0.0
265300.0,1326500.0,6.0,225505.0,5.0,47754.0,15.0,325178.21,6.0,10383.842,0.0,0.0,0.0,1.0
225672.0,451344.0,2.0,9026.88,3.0,9026.88,7.0,291116.88,10.0,3926.6928,0.0,0.0,1.0,0.0
261812.0,785436.0,9.0,212067.72,5.0,36653.68,9.0,293491.252,9.0,6715.4778,0.0,0.0,0.0,1.0
239212.0,1913696.0,1.0,38273.92,1.0,16744.84,3.0,23729.8304,3.0,6690.281216,0.0,0.0,0.0,0.0
152340.0,1218720.0,2.0,147769.8,3.0,7617.0,4.0,167817.744,6.0,124.30944,0.0,1.0,0.0,0.0
48228.0,144684.0,10.0,47745.72,5.0,1446.84,3.0,42305.6016,3.0,6542.61048,0.0,0.0,1.0,1.0
77584.0,775840.0,2.0,7758.4,2.0,6206.72,3.0,2793.024,1.0,3674.37824,0.0,0.0,0.0,0.0
115784.0,231568.0,6.0,130835.92,7.0,19683.28,14.0,174602.272,9.0,3130.79936,0.0,0.0,0.0,1.0
125660.0,628300.0,10.0,110580.8,7.0,16335.8,11.0,147223.256,4.0,3452.13152,0.0,0.0,0.0,1.0
53444.0,106888.0,4.0,40617.44,9.0,5344.4,3.0,43204.1296,2.0,2757.7104,0.0,0.0,1.0,1.0
84044.0,840440.0,1.0,840.44,3.0,1680.88,1.0,479.0508,2.0,137.327896,0.0,0.0,0.0,0.0
257728.0,515456.0,2.0,43813.76,1.0,12886.4,3.0,15772.9536,3.0,11777.138688,0.0,0.0,0.0,0.0
132088.0,924616.0,1.0,15850.56,2.0,13208.8,3.0,7132.752,1.0,3574.30128,0.0,0.0,0.0,0.0
153288.0,766440.0,1.0,142557.84,1.0,7664.4,9.0,148720.0176,10.0,6131.52,0.0,1.0,0.0,0.0
168660.0,674640.0,3.0,193959.0,1.0,10119.6,9.0,193874.67,7.0,8433.0,0.0,1.0,0.0,0.0
185232.0,370464.0,3.0,5556.96,2.0,5556.96,3.0,2333.9232,3.0,1224.753984,0.0,0.0,0.0,0.0
153104.0,1071728.0,1.0,10717.28,3.0,1531.04,2.0,6644.7136,1.0,3054.4248,0.0,0.0,0.0,0.0
224796.0,2023164.0,6.0,319210.32,6.0,31471.44,7.0,319120.4016,6.0,13487.76,0.0,0.0,0.0,1.0
140748.0,281496.0,9.0,171712.56,5.0,28149.6,16.0,199862.16,6.0,8444.88,0.0,0.0,0.0,1.0
304608.0,2436864.0,3.0,292423.68,2.0,24368.64,4.0,367479.0912,8.0,2027.470848,0.0,1.0,0.0,0.0
98492.0,689444.0,3.0,4924.6,3.0,7879.36,1.0,2216.07,2.0,1354.265,0.0,0.0,0.0,0.0
368684.0,737368.0,7.0,527218.12,8.0,51615.76,10.0,549892.186,7.0,36868.4,0.0,0.0,0.0,1.0
262752.0,2627520.0,1.0,333695.04,3.0,26275.2,5.0,388767.8592,6.0,2015.833344,0.0,1.0,0.0,0.0
174092.0,1218644.0,3.0,12186.44,3.0,8704.6,4.0,201946.72,4.0,1392.736,0.0,0.0,1.0,0.0
160320.0,1603200.0,2.0,230860.8,1.0,4809.6,9.0,230956.992,9.0,4809.6,0.0,1.0,0.0,0.0
118632.0,593160.0,3.0,5931.6,3.0,11863.2,7.0,132867.84,6.0,1281.2256,0.0,0.0,1.0,0.0
240196.0,1441176.0,2.0,16813.72,1.0,2401.96,5.0,314656.76,10.0,5956.8608,0.0,0.0,1.0,0.0
256108.0,2561080.0,2.0,279157.72,2.0,10244.32,7.0,280719.9788,7.0,15366.48,0.0,1.0,0.0,0.0
189588.0,947940.0,4.0,214234.44,7.0,22750.56,10.0,244094.55,7.0,1421.91,0.0,0.0,0.0,1.0
245944.0,983776.0,7.0,292673.36,7.0,29513.28,17.0,364070.9032,5.0,6282.63948,0.0,0.0,0.0,1.0
261652.0,1308260.0,10.0,272118.08,7.0,31398.24,18.0,361184.4208,10.0,9226.896128,0.0,0.0,0.0,1.0
241664.0,724992.0,1.0,14499.84,3.0,9666.56,5.0,340746.24,8.0,8917.4016,0.0,0.0,1.0,0.0
256604.0,2052832.0,2.0,238641.72,3.0,20528.32,7.0,256578.3396,8.0,2566.04,0.0,1.0,0.0,0.0
59376.0,593760.0,2.0,10687.68,3.0,1187.52,3.0,6733.2384,2.0,3124.008864,0.0,0.0,0.0,0.0
245080.0,1470480.0,1.0,31860.4,1.0,14704.8,9.0,325956.4,8.0,8087.64,0.0,0.0,1.0,0.0
295304.0,2657736.0,1.0,44295.6,2.0,20671.28,6.0,318928.32,8.0,944.9728,0.0,0.0,1.0,0.0
132296.0,529184.0,3.0,18521.44,2.0,7937.76,7.0,145525.6,5.0,396.888,0.0,0.0,1.0,0.0
304356.0,2130492.0,1.0,24348.48,1.0,3043.56,7.0,386532.12,10.0,2465.2836,0.0,0.0,1.0,0.0
264232.0,2113856.0,2.0,52846.4,1.0,2642.32,1.0,19024.704,2.0,14881.54624,0.0,0.0,0.0,0.0
340696.0,2725568.0,7.0,473567.44,10.0,10220.88,3.0,416057.9552,3.0,64343.84656,0.0,0.0,1.0,1.0
147004.0,735020.0,1.0,182284.96,3.0,10290.28,7.0,188723.7352,9.0,7350.2,0.0,1.0,0.0,0.0
126456.0,1264560.0,6.0,89783.76,9.0,22762.08,12.0,113671.2984,4.0,112.54584,0.0,0.0,0.0,1.0
84016.0,588112.0,6.0,61331.68,6.0,4200.8,3.0,63566.5056,3.0,1769.37696,0.0,0.0,1.0,1.0
300884.0,1805304.0,2.0,397166.88,2.0,18053.04,8.0,494111.7048,7.0,1577.835696,0.0,1.0,0.0,0.0
214092.0,428184.0,4.0,278319.6,5.0,32113.8,16.0,372520.08,4.0,9933.8688,0.0,0.0,0.0,1.0
170140.0,1701400.0,9.0,243300.2,10.0,5104.2,1.0,243436.312,1.0,4769.36448,0.0,0.0,1.0,1.0
266304.0,1864128.0,3.0,29293.44,3.0,7989.12,2.0,18747.8016,1.0,6116.470272,0.0,0.0,0.0,0.0
353040.0,2471280.0,9.0,282432.0,6.0,70608.0,7.0,388344.0,10.0,5295.6,0.0,0.0,0.0,1.0
345508.0,1382032.0,2.0,17275.4,3.0,6910.16,3.0,12092.78,3.0,2798.6148,0.0,0.0,0.0,0.0
139160.0,278320.0,2.0,153076.0,3.0,8349.6,10.0,151740.064,9.0,9741.2,0.0,1.0,0.0,0.0
221892.0,443784.0,9.0,250737.96,10.0,28845.96,18.0,276788.0808,5.0,2218.92,0.0,0.0,0.0,1.0
381792.0,3817920.0,3.0,503965.44,3.0,15271.68,8.0,565968.4608,10.0,3271.193856,0.0,1.0,0.0,0.0
256996.0,2569960.0,2.0,2569.96,1.0,20559.68,4.0,274985.72,5.0,1619.0748,0.0,0.0,1.0,0.0
85004.0,170008.0,2.0,4250.2,3.0,5950.28,3.0,3102.646,3.0,734.43456,0.0,0.0,0.0,0.0
309824.0,1549120.0,1.0,322216.96,2.0,27884.16,5.0,364105.1648,6.0,560.161792,0.0,1.0,0.0,0.0
329208.0,1646040.0,2.0,23044.56,2.0,9876.24,10.0,454307.04,4.0,1250.9904,0.0,0.0,1.0,0.0
165132.0,1321056.0,2.0,24769.8,3.0,11559.24,3.0,17834.256,3.0,4369.39272,0.0,0.0,0.0,0.0
274140.0,2467260.0,1.0,16448.4,3.0,27414.0,4.0,296071.2,4.0,1754.496,0.0,0.0,1.0,0.0
268316.0,1341580.0,4.0,343444.48,6.0,16098.96,2.0,298421.0552,1.0,60511.160952,0.0,0.0,1.0,1.0
285236.0,2852360.0,6.0,322316.68,8.0,14261.8,3.0,242336.5056,2.0,88587.455936,0.0,0.0,1.0,1.0
311348.0,2490784.0,1.0,367390.64,3.0,6226.96,8.0,403507.008,6.0,896.68224,0.0,1.0,0.0,0.0
227432.0,1592024.0,3.0,40937.76,3.0,11371.6,8.0,256998.16,9.0,1478.308,0.0,0.0,1.0,0.0
347068.0,694136.0,2.0,381774.8,2.0,10412.04,7.0,352968.156,4.0,31236.12,0.0,1.0,0.0,0.0
158616.0,1427544.0,3.0,176063.76,3.0,9516.96,5.0,191148.1416,7.0,55.674216,0.0,1.0,0.0,0.0
378720.0,1514880.0,2.0,545356.8,1.0,30297.6,6.0,546871.68,4.0,34084.8,0.0,1.0,0.0,0.0
358752.0,1435008.0,6.0,308526.72,10.0,14350.08,2.0,309961.728,3.0,12140.16768,0.0,0.0,1.0,1.0
283524.0,567048.0,8.0,275018.28,10.0,8505.72,1.0,246665.88,2.0,36489.5388,0.0,0.0,1.0,1.0
55388.0,110776.0,3.0,6092.68,2.0,3877.16,3.0,4203.9492,3.0,868.816168,0.0,0.0,0.0,0.0
241664.0,483328.0,3.0,24166.4,1.0,4833.28,3.0,7491.584,2.0,5335.94112,0.0,0.0,0.0,0.0
44636.0,133908.0,3.0,61151.32,2.0,4463.6,4.0,75457.158,9.0,984.2238,0.0,1.0,0.0,0.0
136640.0,273280.0,6.0,202227.2,9.0,12297.6,1.0,180200.832,3.0,32951.00928,0.0,0.0,1.0,1.0
124876.0,499504.0,2.0,1248.76,1.0,2497.52,6.0,143607.4,8.0,1498.512,0.0,0.0,1.0,0.0
116164.0,580820.0,6.0,120810.56,5.0,5808.2,1.0,121554.0096,1.0,4963.455392,0.0,0.0,1.0,1.0
258956.0,2330604.0,2.0,305568.08,2.0,10358.24,8.0,366474.5312,4.0,4043.856896,0.0,1.0,0.0,0.0
204920.0,1844280.0,3.0,34836.4,2.0,20492.0,9.0,204920.0,9.0,0.0,0.0,0.0,1.0,0.0
242532.0,2425320.0,1.0,4850.64,1.0,21827.88,6.0,341970.12,10.0,8949.4308,0.0,0.0,1.0,0.0
61136.0,611360.0,4.0,59913.28,4.0,11615.84,20.0,69383.2464,5.0,611.36,0.0,0.0,0.0,1.0
365280.0,1095840.0,1.0,10958.4,1.0,25569.6,2.0,7999.632,3.0,2219.076,0.0,0.0,0.0,0.0
74972.0,674748.0,3.0,68974.24,2.0,2998.88,5.0,82769.088,6.0,1079.5968,0.0,1.0,0.0,0.0
362168.0,724336.0,9.0,380276.4,6.0,72433.6,18.0,461764.2,9.0,1448.672,0.0,0.0,0.0,1.0
174092.0,696368.0,8.0,212392.24,5.0,8704.6,1.0,170244.5668,2.0,45767.04588,0.0,0.0,1.0,1.0
124108.0,868756.0,7.0,132795.56,9.0,24821.6,9.0,141855.444,7.0,8687.56,0.0,0.0,0.0,1.0
159872.0,1438848.0,1.0,222222.08,3.0,3197.44,7.0,247961.472,9.0,225.41952,0.0,1.0,0.0,0.0
296576.0,593152.0,1.0,302507.52,2.0,11863.04,8.0,370957.2608,8.0,565.867008,0.0,1.0,0.0,0.0
338000.0,2704000.0,4.0,236600.0,4.0,54080.0,13.0,302307.2,6.0,1511.536,0.0,0.0,0.0,1.0
278632.0,1114528.0,10.0,395657.44,7.0,27863.2,10.0,406579.8144,5.0,8358.96,0.0,0.0,0.0,1.0
217304.0,2173040.0,2.0,43460.8,2.0,17384.32,2.0,19991.968,2.0,7744.71456,0.0,0.0,0.0,0.0
175764.0,703056.0,2.0,223220.28,1.0,10545.84,9.0,222077.814,4.0,17576.4,0.0,1.0,0.0,0.0
212248.0,1910232.0,3.0,38204.64,3.0,16979.84,4.0,318372.0,4.0,1061.24,0.0,0.0,1.0,0.0
230224.0,1841792.0,2.0,34533.6,3.0,9208.96,3.0,27626.88,3.0,5249.1072,0.0,0.0,0.0,0.0
106712.0,960408.0,1.0,4268.48,3.0,2134.24,2.0,1963.5008,2.0,1521.286272,0.0,0.0,0.0,0.0
143148.0,572592.0,2.0,14314.8,3.0,8588.88,4.0,151736.88,4.0,85.8888,0.0,0.0,1.0,0.0
317336.0,952008.0,5.0,352242.96,5.0,60293.84,18.0,441414.376,8.0,4620.41216,0.0,0.0,0.0,1.0
139632.0,977424.0,2.0,16755.84,1.0,5585.28,8.0,182917.92,4.0,865.7184,0.0,0.0,1.0,0.0
83664.0,669312.0,1.0,8366.4,2.0,5856.48,1.0,6358.464,1.0,1546.11072,0.0,0.0,0.0,0.0
125616.0,1004928.0,5.0,172093.92,7.0,2512.32,3.0,171114.1152,1.0,3387.361056,0.0,0.0,1.0,1.0
155164.0,1086148.0,2.0,27929.52,3.0,9309.84,5.0,175335.32,10.0,1411.9924,0.0,0.0,1.0,0.0
